prec_no,block_no,name,kind,pref_name,total_hot_days,mean_hot_days,max_hot_days,years_with_data,coverage
50,0987,土肥,a,静岡県,0.0,,,0,0.0
50,0988,三ヶ日,a,静岡県,0.0,,,0,0.0
50,0989,掛川,a,静岡県,0.0,,,0,0.0
50,1105,熊,a,静岡県,0.0,,,0,0.0
50,1114,梅ケ島,a,静岡県,0.0,,,0,0.0
48,1394,大鹿,a,長野県,0.0,,,0,0.0
48,1339,阿南,a,長野県,0.0,,,0,0.0
46,0387,相模湖,a,神奈川県,0.0,,,0,0.0
48,1317,浪合,a,長野県,0.0,0.0,0.0,10,1.0
46,0390,箱根,a,神奈川県,0.0,,,0,0.0
46,1005,相模原中央,a,神奈川県,0.0,,,0,0.0
46,1006,日吉,a,神奈川県,0.0,,,0,0.0
46,1007,平塚,a,神奈川県,0.0,,,0,0.0
46,1096,丹沢湖,a,神奈川県,0.0,,,0,0.0
48,0393,野沢温泉,a,長野県,0.0,0.0,0.0,10,1.0
48,0394,信濃町,a,長野県,0.0,0.0,0.0,10,1.0
48,0396,白馬,a,長野県,0.0,0.0,0.0,10,1.0
48,0398,笠岳,a,長野県,0.0,,,0,0.0
48,0407,鹿教湯,a,長野県,0.0,,,0,0.0
48,0414,原村,a,長野県,0.0,0.0,0.0,10,1.0
48,0415,野辺山,a,長野県,0.0,0.0,0.0,10,1.0
48,0416,御嶽山,a,長野県,0.0,,,0,0.0
48,0420,宮田高原,a,長野県,0.0,,,0,0.0
48,0422,須原,a,長野県,0.0,,,0,0.0
48,0992,菅平,a,長野県,0.0,0.0,0.0,10,1.0
48,0993,東御,a,長野県,0.0,0.0,0.0,10,1.0
48,0994,上高地,a,長野県,0.0,,,0,0.0
48,1162,鬼無里,a,長野県,0.0,,,0,0.0
48,1312,奈川,a,長野県,0.0,0.0,0.0,10,1.0
48,1314,開田高原,a,長野県,0.0,0.0,0.0,10,1.0
99,89532,昭和,s,南極,0.0,0.0,0.0,10,1.0
